oxxoobbbb,o
oxxobobbb,o
oxxboobbb,o
bxxooobbb,o
oxxobbobb,o
oxxbobobb,o
bxxoobobb,x
oxxbboobb,o
bxxoboobb,x
bxxbooobb,x
oxxobbbob,o
oxxbobbob,d
bxxoobbob,x
oxxbbobob,o
bxxobobob,x
bxxboobob,x
oxxbbboob,o
bxxobboob,x
bxxboboob,x
bxxbbooob,x
oxxobbbbo,o
oxxbobbbo,o
bxxoobbbo,x
oxxbbobbo,x
bxxobobbo,x
bxxboobbo,x
oxxbbbobo,o
bxxobbobo,x
bxxbobobo,x
bxxbboobo,x
oxxbbbboo,o
bxxobbboo,x
bxxbobboo,x
bxxbboboo,x
bxxbbbooo,o
xooxobbbb,x
xooxbobbb,x
xobxoobbb,x
xboxoobbb,x
xooxbbobb,x
xobxobobb,o
xboxobobb,o
xobxboobb,o
xboxboobb,o
xbbxooobb,d
xooxbbbob,x
xobxobbob,o
xboxobbob,x
xobxbobob,x
xboxbobob,x
xbbxoobob,x
xobxbboob,o
xboxbboob,o
xbbxoboob,o
xbbxbooob,o
xooxbbbbo,x
xobxobbbo,x
xboxobbbo,x
xobxbobbo,x
xboxbobbo,o
xbbxoobbo,x
xobxbbobo,o
xboxbbobo,o
xbbxobobo,o
xbbxboobo,o
xobxbbboo,x
xboxbbboo,x
xbbxobboo,x
xbbxboboo,x
xbbxbbooo,o
oxoxobbbb,o
oxoxbobbb,d
oxbxoobbb,d
bxoxoobbb,o
oxoxbbobb,x
oxbxobobb,o
bxoxobobb,o
oxbxboobb,d
bxoxboobb,o
bxbxooobb,d
oxoxbbbob,d
oxbxobbob,d
bxoxobbob,d
oxbxbobob,d
bxoxbobob,d
bxbxoobob,x
oxbxbboob,d
bxoxbboob,o
bxbxoboob,o
bxbxbooob,d
oxoxbbbbo,o
oxbxobbbo,o
bxoxobbbo,o
oxbxbobbo,o
bxoxbobbo,o
bxbxoobbo,o
oxbxbbobo,o
bxoxbbobo,o
bxbxobobo,o
bxbxboobo,o
oxbxbbboo,o
bxoxbbboo,o
bxbxobboo,o
bxbxboboo,o
bxbxbbooo,o
ooxxobbbb,o
ooxxbobbb,d
obxxoobbb,d
boxxoobbb,d
ooxxbbobb,x
obxxobobb,d
boxxobobb,d
obxxboobb,d
boxxboobb,d
bbxxooobb,d
ooxxbbbob,x
obxxobbob,o
boxxobbob,o
obxxbobob,d
boxxbobob,d
bbxxoobob,d
obxxbboob,d
boxxbboob,o
bbxxoboob,o
bbxxbooob,d
ooxxbbbbo,x
obxxobbbo,o
boxxobbbo,o
obxxbobbo,d
boxxbobbo,x
bbxxoobbo,x
obxxbbobo,o
boxxbbobo,d
bbxxobobo,o
bbxxboobo,d
obxxbbboo,o
boxxbbboo,o
bbxxobboo,o
bbxxboboo,x
bbxxbbooo,o
xoooxbbbb,x
xoobxobbb,x
xoboxobbb,x
xbooxobbb,x
xoobxbobb,x
xoboxbobb,x
xbooxbobb,x
xobbxoobb,x
xbobxoobb,x
xbboxoobb,x
xoobxbbob,x
xoboxbbob,x
xbooxbbob,x
xobbxobob,x
xbobxobob,x
xbboxobob,x
xobbxboob,x
xbobxboob,x
xbboxboob,x
xbbbxooob,x
xoobxbbbo,d
xoboxbbbo,d
xbooxbbbo,d
xobbxobbo,d
xbobxobbo,o
xbboxobbo,x
xobbxbobo,d
xbobxbobo,o
xbboxbobo,d
xbbbxoobo,o
xobbxbboo,x
xbobxbboo,o
xbboxbboo,d
xbbbxoboo,o
xbbbxbooo,o
oxooxbbbb,x
oxobxobbb,x
oxboxobbb,x
bxooxobbb,x
oxobxbobb,x
oxboxbobb,o
bxooxbobb,x
oxbbxoobb,x
bxobxoobb,x
bxboxoobb,x
oxobxbbob,d
